,Unnamed: 0,Course Name,Course Number,Student ID,Grade,Certificate Eligible,Certificate Delivered,Pass,Attempt,learner cluster,c_length,Evaluate,Learner Type
130,130,General Physics I,ku002,156529,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
131,131,General Physics I,ku002,154004,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
132,132,General Physics I,ku002,142441,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
133,133,General Physics I,ku002,156769,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
134,134,General Physics I,ku002,155865,0.93,1,1,1,0.93,1,Long,1: Pass,1: Comprehensive
135,135,General Physics I,ku002,157038,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
136,136,General Physics I,ku002,157081,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
137,137,General Physics I,ku002,157318,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
138,138,General Physics I,ku002,157033,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
139,139,General Physics I,ku002,154540,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
140,140,General Physics I,ku002,156962,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
141,141,General Physics I,ku002,158245,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
142,142,General Physics I,ku002,151265,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
143,143,General Physics I,ku002,79238,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
144,144,General Physics I,ku002,17530,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
145,145,General Physics I,ku002,158925,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
146,146,General Physics I,ku002,99703,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
147,147,General Physics I,ku002,159202,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
148,148,General Physics I,ku002,159453,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
149,149,General Physics I,ku002,159841,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
150,150,General Physics I,ku002,122470,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
151,151,General Physics I,ku002,137721,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
152,152,General Physics I,ku002,151090,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
153,153,General Physics I,ku002,160105,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
154,154,General Physics I,ku002,160122,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
155,155,General Physics I,ku002,160173,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
156,156,General Physics I,ku002,160189,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
157,157,General Physics I,ku002,160265,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
158,158,General Physics I,ku002,160303,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
159,159,General Physics I,ku002,97856,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
160,160,General Physics I,ku002,160813,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
161,161,General Physics I,ku002,161266,0.52,1,1,1,0.53,2,Long,1: Pass,2: Targeting
162,162,General Physics I,ku002,161260,0.52,1,1,1,0.53,2,Long,1: Pass,2: Targeting
163,163,General Physics I,ku002,161455,0.98,1,1,1,1.0,1,Long,1: Pass,1: Comprehensive
164,164,General Physics I,ku002,161498,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
165,165,General Physics I,ku002,5737,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
166,166,General Physics I,ku002,87298,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
167,167,General Physics I,ku002,161899,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
168,168,General Physics I,ku002,161911,0.62,1,1,1,0.47,2,Long,1: Pass,2: Targeting
169,169,General Physics I,ku002,161912,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
170,170,General Physics I,ku002,161726,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
171,171,General Physics I,ku002,161294,0.52,1,1,1,0.53,2,Long,1: Pass,2: Targeting
172,172,General Physics I,ku002,162277,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
173,173,General Physics I,ku002,162284,0.1,0,0,0,0.2,0,Long,0: Not Pass,0: Sampling
174,174,General Physics I,ku002,162286,0.37,0,0,0,0.53,2,Long,0: Not Pass,2: Targeting
